,id,created_at,username,location,following,followers,retweetcount,favorite,text
0,1491928166700662811,2022-02-11 00:12:48,YogaBunnyRunner,No Name City,1755,1803,0,0,"Wordle 237 6/6 #Wordle 

That was hard!

⬜🟨🟨⬜⬜
🟨🟨⬜🟨⬜
🟨⬜🟨⬜🟨
⬜⬜🟨🟩🟩
🟨⬜⬜🟩🟩
🟩🟩🟩🟩🟩"
1,1491928159968804874,2022-02-11 00:12:46,eybyon,"Houston, TX",3629,3574,0,0,"Um, we may have a new contender for the toughest #Wordle.

Wordle 126 6/6

⬛⬛⬛⬛🟩
⬛🟨⬛⬛🟩
⬛🟨⬛⬛🟩
🟩⬛⬛⬛🟩
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩"
2,1491928150288510980,2022-02-11 00:12:44,Oksigeno_,프사는 @very_t1red,827,422,0,0,"#한글 #워들 #Korean #Wordle https://t.co/ncprBrBD1h 32 6/6

⬜⬜⬜🟩⬜
⬜⬜⬜🟩🟨
🟩🟨⬜🟩⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩"
3,1491928103186472961,2022-02-11 00:12:33,shoya0,"Seoul, Korea",264,146,0,0,"#한글 #워들 #Korean #Wordle https://t.co/NR1YFF7IRm 32 5/6

⬜⬜⬜⬜⬜
⬜⬜🟨⬜🟨
🟩⬜🟨🟨⬜
🟩⬜🟩🟩⬜
🟩🟩🟩🟩🟩"
4,1491928082466455572,2022-02-11 00:12:28,myClevertouch,London,4977,4152,0,0,Who doesn’t love a game of #Wordle?! Here’s Cody from @DataProjections getting his #wordle on #TCEA https://t.co/tlJgsNb1vi
5,1491928073582821377,2022-02-11 00:12:26,catnip,"Birmingham, UK",2641,2761,0,0,"Wordle 237 3/6

⬜🟨⬜⬜⬜
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩

#Wordle #Wordle237"
6,1491928015332380672,2022-02-11 00:12:12,LC_KC,KCMO,745,291,0,0,Starting a new streak today since my brain failed yesterday (I had four letters all in the wrong spots and couldn’t… https://t.co/QxrfFb7dT6
7,1491927991248728066,2022-02-11 00:12:06,jimmyy_fallon,"New York, USA",5,0,88,0,RT @jimmyfallon: Who else is playing #Wordle? Addicted. https://t.co/HJ7pt7WLmn
8,1491927991001264130,2022-02-11 00:12:06,johnmadden2706,"Mount Temple, Wmeath, Ireland",600,719,0,0,"Streaks reset after migration to NYT... I wasn't imagining it so #Wordle 
https://t.co/4PdAJzQIaC"
9,1491927979915563012,2022-02-11 00:12:03,qwertyabsol,Benis :-),67,31,0,0,"#Wordle 
✨✨🥲💞💞💞💜🥲✨
🙂💙💙🙂🙂🤗🥲☺️🤗
🙂😤👌🥲🤞💙👌🤗👍🙂"
10,1491927930888503326,2022-02-11 00:11:52,carglomir,,342,60,0,0,"Wordle (ES) 237 4/6

⬛⬛⬛⬛🟨
⬛🟨⬛🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

⬇️ ⬇️ ⬇️ ⬇️ ⬇️
https://t.co/3LK4slJbCE
⬆️ ⬆️ ⬆️ ⬆️ ⬆️

#Wordle… https://t.co/kYzxK3aVev"
11,1491927918007799808,2022-02-11 00:11:48,CW_Kinsey,"Manchester, UK",491,403,0,0,"I’ve played my #Wordle today on the original site, it’s since freshed into the @nytimes version. And given me a bla… https://t.co/XQINuic4oe"
12,1491927878811934721,2022-02-11 00:11:39,alanstears,,120,22,0,0,Did they break it already? Current streak 1? #wordle https://t.co/48fFsHTEqS
13,1491927863510982656,2022-02-11 00:11:35,JeovanyZvl,Walked Across America,55,25,0,0,"#Wordle 236 2/6

⬛🟨🟨🟩⬛
🟩🟩🟩🟩🟩

Easy."
14,1491927833949749276,2022-02-11 00:11:28,ashic,"Greenwich, London",1723,1783,0,0,"This was a pain. Could've been more painful. #wordle 

Wordle 237 4/6

⬛⬛🟨⬛⬛
⬛🟨⬛⬛🟨
⬛🟩🟨🟩⬛
🟩🟩🟩🟩🟩"
15,1491927819273879562,2022-02-11 00:11:25,plmckn,Edinburgh & London,1615,1715,0,0,"Nearly got one trying to solve this... 

#Wordle 237 6/6

🟩🟨⬛⬛🟨
🟩⬛⬛🟩🟩
🟩⬛⬛🟩🟩
🟩⬛⬛🟩🟩
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩"
16,1491927817919119387,2022-02-11 00:11:25,LesleeRBarron,"Reading, Berkshire",4117,2580,0,0,"Wordle 237 2/6

⬜🟩⬜🟨🟩
🟩🟩🟩🟩🟩 Smug! #wordle"
17,1491927815784386560,2022-02-11 00:11:24,mm0314main,,4438,9276,0,0,"#Wordle 237 2月11日 4/6

🟨🟨🟩⬛⬛
⬛🟨⬛⬛⬛
⬛⬛⬛🟨🟨
🟩🟩🟩🟩🟩"
18,1491927811568939008,2022-02-11 00:11:23,Phil_Egl,,443,11,0,1,"#Wordle 237 3/6

🟨⬛⬛⬛🟨
⬛🟨⬛🟩🟩
🟩🟩🟩🟩🟩"
19,1491927775472939008,2022-02-11 00:11:15,fndsmn,Bangkok,492,10,0,0,"Word #42 (🇺🇸) - 3/6

🟨🟨🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩

Play it here!
https://t.co/E1z6TtwVcM

#wordle #dailywordchallenge #dailywordleclub"
20,1491927774919077888,2022-02-11 00:11:14,ObsceneFire,"Virginia, USA",876,396,0,0,Has anybody figured out if #Wordle is always mathematically possible to solve no matter how bad your first guess?… https://t.co/EzJWPnJO5E
21,1491927772851322898,2022-02-11 00:11:14,Kodanshi,𝚂𝚊𝚟𝚎 𝚆𝚊𝚛𝚙,2458,690,0,0,"Ah, this #Wordle was fun!

#Wordle237 4/6

⬜🟨⬜⬜⬜
🟨⬜🟨⬜⬜
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩"
22,1491927760532652044,2022-02-11 00:11:11,JimKnarrenheinz,Greece,4582,7808,0,0,"Δύσκολο το σημερινό!
Wordle 237 5/6

⬜⬜⬜🟨🟨
🟨🟨⬜⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜🟩⬜
🟩🟩🟩🟩🟩

#wordle 
#wordle237"
23,1491927720158117890,2022-02-11 00:11:01,MoneyVet,Canada,292,95,0,0,"Wordle 236 6/6

⬜⬜🟨🟨⬜
🟨🟨⬜⬜🟩
🟨⬜🟨⬜🟩
⬜🟩🟨⬜🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩 Tough one today!! #Wordle took 6 tries!! Now owned by NY Times??"
24,1491927711778054147,2022-02-11 00:10:59,T22ob,,0,1,0,0,"Wordle 237 3/6

⬛⬛🟨⬛🟨
🟨🟨⬛⬛⬛
🟩🟩🟩🟩🟩
#Wordle"
25,1491927701527363585,2022-02-11 00:10:57,sunjun_kim,Republic of Korea,483,702,0,0,"#한글 #워들 #Korean #Wordle https://t.co/rjwalTu1RC 32 6/6

🟩⬜⬜⬜⬜
⬜🟩⬜⬜⬜
⬜⬜⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

이번엔 정말 흔히 안 나오는 패턴으로 맞춰나간듯.."
26,1491927688403116033,2022-02-11 00:10:54,lakeside_23,Boston ,687,204,0,0,"Wordle 236 2/6 woo hoo #wordle  #onaroll

🟩🟩⬜🟨⬜
🟩🟩🟩🟩🟩"
27,1491927687543373827,2022-02-11 00:10:54,Roman_Pozzo,"Miami, FL",1490,270,0,0,"#Wordle 236 3/6

🟩🟩⬛⬛🟨
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩"
28,1491927660942872580,2022-02-11 00:10:47,StValDay74,"Northampton, England",811,233,0,0,"Wordle 237 5/6

⬛⬛⬛🟩🟩
⬛⬛⬛🟩🟩
⬛⬛⬛🟩🟩
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩
#Wordle"
29,1491927651031961604,2022-02-11 00:10:45,StellaPulvis44,,323,168,7,0,"RT @brodiescomics: Since we all survived the #CryptoWinter as well as #Snowpocalypse2022 it is a great day to stay inside, watch the #Olymp…"
30,1491927649685770241,2022-02-11 00:10:45,kittysister,매기가 공식 허락한 매기1호점,1699,13208,0,0,"#한글 #워들 #Korean #Wordle https://t.co/m7oEHF5E5b 32 6/6

⬜⬜🟨⬜⬜
🟩⬜🟩⬜⬜
🟩⬜🟩⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩⬜🟩
🟩🟩🟩🟩🟩"
31,1491927641053618182,2022-02-11 00:10:42,hiring_min,,79,77,0,0,"#한글 #워들 #Korean #Wordle https://t.co/m6r4kZopDA 32 5/6

⬜⬜⬜⬜⬜
⬜⬜⬜⬜⬜
⬜🟨🟨🟨⬜
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩"
32,1491927591518887936,2022-02-11 00:10:31,KAZ1903,"Aberdeen, Scotland, Europe.",1451,1198,0,0,"Phewww....👍
#Wordle
Wordle 237 5/6
🟨⬜🟨⬜⬜
⬜⬜⬜⬜🟨
⬜🟨🟨🟩🟩
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩"
33,1491927527853629444,2022-02-11 00:10:15,CarlJungleBhoy,Amsterdam (via Govan & London),3580,3921,0,0,"Has #Wordle stolen my streak? 2/6 yesterday &amp; 4/6 today, yet reset to 1?

5, 4, 3, 4, 4, 3, 4, 4, 3, 5, 5, 3, 3, 3,… https://t.co/MbsFREf1gN"
34,1491927511357440014,2022-02-11 00:10:12,AdamT69,"Birmingham, England",1788,787,0,0,"Wordle 237 3/6

⬛🟨⬛⬛⬛
⬛🟩⬛🟨🟩
🟩🟩🟩🟩🟩

#Wordle
#Wordle237"
35,1491927509499355137,2022-02-11 00:10:11,PelotonWith,on my bike,52,1112,0,0,when not playing #wordle @jstaley74 likes to hide out on @onepeloton and just started a 5 workout.  get after 2022… https://t.co/Jsg3xmPcwn
36,1491927501983326208,2022-02-11 00:10:09,mackadixon,"Jindabyne, NSW",1551,380,0,0,"#Wordle 237 4/6

⬛🟨⬛⬛⬛
🟨⬛🟨⬛🟨
🟨🟨🟨🟩⬛
🟩🟩🟩🟩🟩

Going for 25 straight tomorrow"
37,1491927486103535640,2022-02-11 00:10:06,SimonNaas,"North Dublin, Ireland",467,90,0,0,"Proud of this one #Wordle 237 4/6

⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
🟨🟨🟨🟩🟨
🟩🟩🟩🟩🟩"
38,1491927472115359745,2022-02-11 00:10:02,FPL_Runpharm,Malaysia,309,85,0,0,"Wordle 237 5/6

⬜🟨⬜⬜🟨
🟨⬜⬜🟩⬜
⬜🟩⬜🟩⬜
🟨🟩🟨⬜⬜
🟩🟩🟩🟩🟩 #wordle"
39,1491927458945417236,2022-02-11 00:09:59,drelk,Planet Earth,728,265,0,0,"Word #42 (🇺🇸) - 3/6

🟩⬛⬛⬛⬛
🟩🟨⬛🟩⬛
🟩🟩🟩🟩🟩

Play it here!
https://t.co/6K32nU0OLH

#wordle #dailywordchallenge #dailywordleclub"
40,1491927457347346435,2022-02-11 00:09:59,10_mishael,,146,7,0,1,"i just came across a wordle spoiler tweet, which is a list of words coming next days,, and that had me wondering ho… https://t.co/gAPAb8Q21H"
41,1491927455090847744,2022-02-11 00:09:58,artiemargrave,Nigeria,1444,1002,0,0,"#wordle day 24 

Wordle 237 5/6

⬜⬜⬜⬜⬜
⬜🟨⬜🟨⬜
🟨⬜⬜🟩🟩
⬜🟩🟨🟩🟩
🟩🟩🟩🟩🟩"
42,1491927441698594816,2022-02-11 00:09:55,UTBA_racoon,,88,57,0,1,"#한글 #워들 #Korean #Wordle https://t.co/z7bDn2m9BJ 32 6/6

⬜⬜⬜⬜🟨
🟩⬜⬜⬜⬜
⬜🟩⬜⬜🟨
🟩🟩⬜🟨⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩

ㅇㅜㅣㅅㅔ
위를 이렇게 풀어쓸줄 몰랐네"
43,1491927432198336512,2022-02-11 00:09:53,Misa___i,Lahore,1557,1080,0,0,"Word #42 (🇺🇸) - 5/6

⬛⬛⬛🟩⬛
🟨⬛🟨⬛🟨
⬛⬛⬛⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

Play it here!
https://t.co/oTf4dqdaiM

#wordle #dailywordchallenge #dailywordleclub"
44,1491927425260867585,2022-02-11 00:09:51,rhold,"Hamburg, Germany",1103,257,0,0,"#Wordle 237 4/6

Kenne wort ned

⬛🟨⬛⬛⬛
🟨⬛🟨🟨⬛
⬛🟨🟩🟨🟩
🟩🟩🟩🟩🟩"
45,1491927420487700484,2022-02-11 00:09:50,Niigata06406444,,4974,2654,4,0,"RT @Newsweek_JAPAN: 「単純で気軽」なのに数百万人がハマる、単語当てゲーム『ワードル』の魅力…＜5文字から成る「今日の単語」を推測するだけ。そんなネットゲーム「Wordle（ワードル）」が数百万のファンを生んだ理由とは＞
https://t.co/lZ2bkY…"
46,1491927415630798849,2022-02-11 00:09:49,obinnaufudo,Lagos,516,1365,0,0,"Wordle 237 4/6

⬜🟨⬜⬜⬜🟩⬜
⬜🟨⬜⬜⬜🟩🟩
⬜🟨🟨⬜🟩🟩🟩
🟩🟩🟩🟩🟩🟩🟩

⬇️ ⬇️ ⬇️ ⬇️ ⬇️
https://t.co/4wl0mM2Gkw
⬆️ ⬆️ ⬆️ ⬆️ ⬆️

#Wordle… https://t.co/EZWkuIcvJb"
47,1491927388460130306,2022-02-11 00:09:42,Gill_MartinCA,Gloucestershire,2444,830,0,0,"Wordle 237 4/6

⬜🟨⬜🟨⬜
🟨⬜⬜🟩⬜
⬜🟨🟨🟩🟩
🟩🟩🟩🟩🟩#Wordle"
48,1491927376019615744,2022-02-11 00:09:39,epicurean_tv,テレビジョンの前📺,752,374,0,0,"今日の脳トレ

#Wordle 237 3/6

⬜🟨⬜⬜⬜
🟨🟩🟨⬜⬜
🟩🟩🟩🟩🟩"
49,1491927372781608960,2022-02-11 00:09:38,Olivia_Emisar,💥In The Moment 🌎,2472,3560,0,0,"I think that getting #Wordle  on the 1st try is just pure luck

I gotten them in all other, but the 1st just give y… https://t.co/RW9qyB3KZ7"
50,1491927340720738305,2022-02-11 00:09:31,ChrisCo_1984,,7,1,0,0,"#Wordle 237 5/6

🟨⬛⬛⬛⬛
⬛🟨🟨⬛⬛
⬛🟨🟨⬛🟨
🟩⬛⬛🟩🟩
🟩🟩🟩🟩🟩"
51,1491927288237412355,2022-02-11 00:09:18,cheap_watchdog,Now-here←→Nowhere　（反復横跳び）　,5002,1422,4,0,"RT @Newsweek_JAPAN: 「単純で気軽」なのに数百万人がハマる、単語当てゲーム『ワードル』の魅力…＜5文字から成る「今日の単語」を推測するだけ。そんなネットゲーム「Wordle（ワードル）」が数百万のファンを生んだ理由とは＞
https://t.co/lZ2bkY…"
52,1491927257589366785,2022-02-11 00:09:11,AWas29,Rotherham,1454,625,0,0,"#Wordle 237 4/6

⬜🟨⬜⬜⬜
⬜🟨⬜⬜🟨
⬜⬜⬜🟩🟩
🟩🟩🟩🟩🟩

Got away with that"
53,1491927255907549196,2022-02-11 00:09:11,omlazo,"London, England",3487,6884,0,0,"Me pasé, yo hallo. Por qué se me ocurrió esa palabra: absoluto mihterio.

#Wordle
237 3/6
⬜⬜🟨⬜⬜
🟨🟨⬜⬜🟩
🟩🟩🟩🟩🟩"
54,1491927254510755842,2022-02-11 00:09:10,DrKerryMitchell,"Columbus, OH",1143,3536,0,0,"Wordle 236 5/6

⬜⬜⬜⬜⬜
🟨⬜🟨🟨⬜
🟩⬜🟨🟩🟩
🟩🟩⬜🟩🟩
🟩🟩🟩🟩🟩
Oomph. #wordle"
55,1491927215243726851,2022-02-11 00:09:01,CerealMongers,,377,29,0,0,"#Wordle #Wordle237 4/6

⬜🟨⬜🟨⬜
⬜⬜🟨⬜⬜
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩"
56,1491927208511913995,2022-02-11 00:08:59,LipstickCherry,,332,28,0,0,"Wordle 237 4/6
#wordle237 #Wordle
⬜⬜🟨⬜🟨
⬜⬜🟨⬜⬜
🟨🟨🟨🟩⬜
🟩🟩🟩🟩🟩"
57,1491927175456432136,2022-02-11 00:08:51,The_CanadaPanda,Nanaimo BC,192,63,0,0,Hey @nytimes you better not put ads on #Wordle just to make a buck.
58,1491927159036067840,2022-02-11 00:08:48,tjayinoz,Western Australia,327,54,0,0,"Wordle 237 5/6

🟨⬜⬜⬜🟨
⬜🟨⬜🟩⬜
⬜⬜⬜🟩🟩
⬜🟩🟨🟩🟩
🟩🟩🟩🟩🟩

#wordle 

Thanks https://worddetector/crossword-solver"
59,1491927150882332672,2022-02-11 00:08:46,peri_SJ,집,374,231,0,0,"#한글 #워들 #Korean #Wordle https://t.co/ums2fbR6Kq 32 3/6

🟩⬜⬜🟨⬜
⬜🟩⬜⬜🟩
🟩🟩🟩🟩🟩"
60,1491927144405999619,2022-02-11 00:08:44,Alkatne,몰?루,104,109,0,0,"#한글 #워들 #Korean #Wordle https://t.co/1bKEJgX3Mx 32 6/6

⬜🟨🟨⬜⬜
⬜🟨⬜⬜⬜
🟨⬜⬜🟨⬜
⬜⬜⬜⬜⬜
⬜⬜⬜🟨⬜
🟩🟩🟩🟩🟩

한글버전은 어캐하는지 몰라서 어버버댓네 자음모음 다 분해해서 하는거엿군"
61,1491927142493569063,2022-02-11 00:08:44,nahtanoj1971,,217,234,0,0,"Wordle 237 5/6*

🟨⬜⬜🟩🟩
⬜⬜🟨🟩🟩
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩
Can’t believe the ⁦@nytimes⁩ have reset my unbeaten 100% #Wordle str… https://t.co/hujwH3wI7b"
62,1491927120821764096,2022-02-11 00:08:38,Ray_Totsugi,日本 神奈川県,396,310,0,0,"いやーこの単語は知らん😅

Wordle 237 6/6

#wordle

⬜⬜⬜⬜⬜
⬜⬜⬜🟨🟨
🟨🟨⬜⬜⬜
⬜🟨⬜🟨🟨
🟨🟩🟨⬜🟩
🟩🟩🟩🟩🟩"
63,1491927069021945886,2022-02-11 00:08:26,jt_pip,,125,10,0,0,"#Wordle 236 3/6

🟩⬛⬛⬛⬛
🟩🟩⬛🟨🟨
🟩🟩🟩🟩🟩"
64,1491927062994731039,2022-02-11 00:08:25,walkerabroad,Ireland,2161,1730,0,0,The day #wordle moves to @nytimes is the first day since the day I played that I didn’t get the word. Seems about r… https://t.co/55svCakL4C
65,1491927030384021505,2022-02-11 00:08:17,MayraABC13,"Houston, TX",2432,23507,0,2,"Well here we have @ABC13Briana teaching @ChauncyOnTV and I how to play #Wordle 

Mind you, we only became intrigued… https://t.co/mgZV3L9ZYv"
66,1491927014818955277,2022-02-11 00:08:13,OsborneSlieve,Biffoland,1212,1198,0,1,"Wordle 237 5/6

⬜⬜🟨⬜🟨
🟩⬜⬜🟩🟩
🟩⬜⬜🟩🟩
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩

Got the @nytimes tag now. Lucky #Wordle guy"
67,1491926992161320962,2022-02-11 00:08:08,hornetboy84,Rickmansworth,1493,1163,0,1,Oh FfS 🤦‍♂️ the @nytimes has already started messing with wordle and changed font and layout and it looks rubbish !… https://t.co/jC7Hf7NQku
68,1491926983521058824,2022-02-11 00:08:06,binaryslate,Rastrick,185,57,0,0,"First stage of the #wordle decline, we've been bounced to the NYT domain and given a new menu of links to their oth… https://t.co/yOCksDxsaU"
69,1491926952625721345,2022-02-11 00:07:58,Phoenix_De_Luna,,169,28,0,0,"Meh
#Wordle 236 5/6

⬛⬛⬛⬛⬛
⬛🟨🟨⬛🟨
🟨⬛🟨🟨⬛
⬛⬛🟨🟩🟩
🟩🟩🟩🟩🟩"
70,1491926938428096533,2022-02-11 00:07:55,AutonomousHoag,"Boston via SF, LA, and SD",692,903,0,0,"My #Wordle streak was reset — and today’s game had to be done again; I didn’t cheat — after the move to @nytimes !!! 😡 

#WordleStreak"
71,1491926909218963469,2022-02-11 00:07:48,wreid287,Glasgow West End ,573,274,0,0,"Wordle 237 3/6

⬛⬛⬛🟨🟨
🟨🟩🟨⬛🟩
🟩🟩🟩🟩🟩

#wordle
#copycat

⁦@CertenaisS⁩"
72,1491926891481100290,2022-02-11 00:07:44,Third_Man333,"no where, now here.",5000,1314,4,0,"RT @Newsweek_JAPAN: 「単純で気軽」なのに数百万人がハマる、単語当てゲーム『ワードル』の魅力…＜5文字から成る「今日の単語」を推測するだけ。そんなネットゲーム「Wordle（ワードル）」が数百万のファンを生んだ理由とは＞
https://t.co/lZ2bkY…"
73,1491926889983881219,2022-02-11 00:07:43,hannahminimc,,440,172,0,0,"Wait, what? Wordle seems to have reset my streak, despite not getting one wrong/missing one?! 🖕 #wordle https://t.co/l5D6uVN1Nk"
74,1491926876826501124,2022-02-11 00:07:40,ny_a,abihc,1902,488,4,0,"RT @Newsweek_JAPAN: 「単純で気軽」なのに数百万人がハマる、単語当てゲーム『ワードル』の魅力…＜5文字から成る「今日の単語」を推測するだけ。そんなネットゲーム「Wordle（ワードル）」が数百万のファンを生んだ理由とは＞
https://t.co/lZ2bkY…"
75,1491926863752667137,2022-02-11 00:07:37,isbiltur,1988,370,274,0,1,Where the F has my #Wordle  history gone?
76,1491926841522737152,2022-02-11 00:07:32,hoichya,,73,81,0,0,"#한글 #워들 #Korean #Wordle https://t.co/1nIXZhBkcP 32 5/6

⬜⬜⬜⬜🟨
🟩⬜⬜⬜⬜
🟩🟨⬜🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩"
77,1491926822098911235,2022-02-11 00:07:27,happypankaj,"ÜT: 3.07958,101.612575",343,1046,0,0,"Relatively easy:
Word #42 (🇺🇸) - 4/6

⬛⬛⬛🟨🟨
⬛🟨🟩⬛⬛
🟨⬛🟩🟩⬛
🟩🟩🟩🟩🟩

Play it here!
https://t.co/T6uUe3VznU

#wordle… https://t.co/qQaEwOZRSR"
78,1491926809952370731,2022-02-11 00:07:24,davidpeacemagic,"Cork, Ireland",252,88,0,0,"#Wordle 237 5/6

⬜🟨⬜🟩🟨
⬜⬜⬜🟩🟩
🟨⬜⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩"
79,1491926806387212290,2022-02-11 00:07:23,Padraig_McCann,"Belderrig, County Mayo",1581,612,0,0,"#Wordle 237 5/6

⬜🟨⬜⬜🟨
⬜🟨⬜🟩⬜
⬜🟨🟨🟩🟩
⬜🟩🟨🟩🟩
🟩🟩🟩🟩🟩"
80,1491926797079887872,2022-02-11 00:07:21,byMattBerger,"Santa Cruz, Calif.",1065,1045,0,0,The new #Wordle just reset my 34-day win streak grrrrrr
81,1491926791421939714,2022-02-11 00:07:20,ayenaebotherpal,"Glasgow, Scotland",4609,5656,0,1,I’ve done todays wordle If anyone wants to know the answer so you can act like you got it in one go in the morning? #wordle
82,1491926788075044866,2022-02-11 00:07:19,JJ_inLivor,초코보 하늘잔 8구 49번지,256,233,459,0,"RT @EDRepliLuxe: 내가 보려고 만든 Wordle 워들 사이트 리스트 

오리지날 Wordle
https://t.co/U2w08GiWEP 

오리지날 워들 아카이브. 이전 워들 할 수 있음
https://t.co/HOX6aFzHQo 

헬…"
83,1491926783142379552,2022-02-11 00:07:18,LindaCotgrave,"Wigan, England",672,242,0,1,What is this new streak count 😭 #wordle https://t.co/6gJFfQZrQV
84,1491926718982279168,2022-02-11 00:07:03,toolkid1996,"Madurai South, India",547,63,0,1,"#Wordle 237 6/6

⬛⬛⬛⬛🟨
🟨🟨⬛🟨⬛
🟨🟨⬛⬛🟨
🟨🟨🟨🟨⬛
🟨🟨🟨🟩🟨
🟩🟩🟩🟩🟩"
85,1491926714720661506,2022-02-11 00:07:02,kazza1969,Rossendale,33,61,0,0,"#Wordle 237 5/6

⬜🟨⬜⬜🟨
🟨🟨⬜🟨⬜
⬜⬜🟨🟨⬜
🟨🟨⬜🟩🟩
🟩🟩🟩🟩🟩"
86,1491926659213283328,2022-02-11 00:06:48,PedroCovinhas,São Paulo,550,3840,0,0,"Word #41 (🇧🇷) - 3/6

⬛🟨⬛🟨🟨
🟨🟩🟨⬛🟨
🟩🟩🟩🟩🟩

Jogue aqui!
https://t.co/iX9etalrbH

#wordle #dailywordchallenge #dailywordleclub"
87,1491926628263501827,2022-02-11 00:06:41,ZoeElizabeth_CT,"South West, England",1299,405,0,0,"#Wordle 237 4/6
Seems my streak of 3 or less guesses has definitely ended! Should really have known this one, what… https://t.co/tUBiccT0lI"
88,1491926626678063110,2022-02-11 00:06:41,Chris555Tompa,"Cramlington, England",1135,70,0,0,"#Wordle 237 5/6

⬛⬛⬛⬛🟦
⬛⬛🟦⬛⬛
⬛⬛🟦🟧⬛
⬛🟦🟦🟧🟧
🟧🟧🟧🟧🟧"
89,1491926582797254672,2022-02-11 00:06:30,jules878,"Edinburgh, Scotland",1842,373,0,0,"Not great, but  ""currentvstreak"" is 32! #Wordle 237 5/6

⬜⬜⬜🟩⬜
⬜⬜⬜🟩🟩
🟩⬜⬜🟩🟩
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩"
90,1491926573376622594,2022-02-11 00:06:28,jiyojeenedo26,"New Delhi, India",407,11,0,0,"Wordle 237 5/6
#wordle 😊
⬜⬜⬜🟩⬜
⬜⬜🟨🟩⬜
⬜🟨⬜🟩⬜
⬜🟨🟨🟩🟩
🟩🟩🟩🟩🟩"
91,1491926571581677568,2022-02-11 00:06:27,Cocobythesea3,Herne Bay 🌊🏖 Kent 🇬🇧,1164,1364,0,0,"Wordle 237 4/6 #wordle

⬜⬜⬜⬜🟨
🟨⬜⬜⬜⬜
🟩⬜⬜🟩🟩
🟩🟩🟩🟩🟩"
92,1491926496239403017,2022-02-11 00:06:10,karenknitssocks,"Michigan, USA",1025,1651,0,0,"Wordle 236 3/6

🟨⬛🟨⬛🟩
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩
I hope #NYTimes doesn't wreck #Wordle #Wordle236"
93,1491926452844969985,2022-02-11 00:05:59,bichonballchon,I * 루랴님 / H * eudemonic_me,171,122,0,0,"#한글 #워들 #Korean #Wordle https://t.co/InCb2EGXtg 32 6/6

⬜⬜⬜⬜⬜
⬜⬜🟨⬜⬜
⬜⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩"
94,1491926405923409921,2022-02-11 00:05:48,emilyyrebeccaa_,,20,5,0,0,I HATE THIS I HATE IT @nytimes #wordle https://t.co/hSeDjYGl8z
95,1491926368627539968,2022-02-11 00:05:39,naver_earth,급한 연락 오픈채팅,109,47,0,0,"#한글 #워들 #Korean #Wordle https://t.co/FB6UsyykU1 32 4/6

🟩⬜⬜⬜🟨
⬜⬜⬜⬜⬜
⬜⬜🟨🟩🟨
🟩🟩🟩🟩🟩"
96,1491926354421501953,2022-02-11 00:05:36,AkrSakr,"Atlanta, GA",1687,3971,0,5,いつも夜半過ぎに私が #wordle 内輪グループで一番乗りしてるんだけど、昨日みたいに早々と寝ちゃうと結構心配してくれる人がいて、よっぽど安否確認テキストしようかとおもったと言ってくれてた
97,1491926333257138183,2022-02-11 00:05:31,Newsweek_JAPAN,,97,432202,4,2,「単純で気軽」なのに数百万人がハマる、単語当てゲーム『ワードル』の魅力…＜5文字から成る「今日の単語」を推測するだけ。そんなネットゲーム「Wordle（ワードル）」が数百万のファンを生んだ理由とは＞… https://t.co/IA588S6qYP
